1.414542607571245059e+00,6.671154606601001902e-01,-1.451410164751004706e+00,-1.381277324579435639e+00,-1.087639371894885132e+00,-3.378780103646224497e-01,1.831745610603656260e+00,3.642128536510768066e-01,-4.339700189875035918e-01,-4.129929102197469337e-01,1.032039969470450957e+00,-2.794126888129621067e-01,8.598602344615962068e-01,4.577644814811103746e-01,6.322394571055782730e-01,1.191909361430398606e+00,-8.012223371616072898e-01,-6.098836529278703900e-01,-1.544209042925309028e+00,2.779038250008383226e+00
-6.150106785371598495e-01,-9.153929634081221511e-01,4.049476707814143039e-01,-9.118852504326052655e-01,-8.315649049805985682e-02,-8.214884273580332907e-01,1.221771505671420399e-01,1.114681136878754864e-01,4.631953412808203496e-01,5.548818103004398150e-01,-9.976234102830534856e-02,8.367540446283329159e-01,8.228029167071015948e-01,4.367117154778307198e-01,-2.954296446062720793e-01,1.549527554975990595e+00,2.089407260398885580e+00,-9.219711286512630721e-01,-4.285161426536860940e-01,-2.719607471910326923e-01
-2.357668822518165230e-01,-1.017102390266208412e+00,4.806552853184269947e-01,-5.393144580282360767e-01,1.206223975630527523e+00,6.247751042952762179e-02,-1.664825298414415178e+00,7.453800893320254861e-01,-1.097959757103943224e+00,7.754622221366019863e-01,8.321881779880183627e-01,9.390951994301889316e-01,-1.475921707556441476e+00,-4.503069933728476859e-01,-1.069079030514197504e+00,-1.333409383048541896e-01,9.405102436727380555e-01,2.190640560341137189e+00,1.069323409470026576e+00,-9.907460913030672334e-01
3.723214249147132910e-03,-7.875059790736725907e-01,-7.139079600195079589e-01,-5.297892666392498562e-01,-2.910060361288481223e-01,-7.079679839982389034e-01,-1.885255731316353156e+00,6.692134495075532374e-01,6.759678914384831261e-01,-1.189401497372579941e+00,-6.583683271398457215e-01,5.864835290354917241e-01,2.738694117521726312e+00,-3.766502384461557495e-01,-8.694641096079995801e-01,2.230846711419260942e+00,5.214157076550552938e-01,1.898263835377997477e+00,-7.056748765320305372e-01,1.329743906983656999e-02
3.687520663886945660e-01,1.126204673944654899e-01,-2.139969103921064986e-01,-8.692618655097076319e-01,5.292045914653064065e-01,-4.589600434826131004e-01,-5.868665636905814331e-01,6.890601880425559767e-01,-2.059478446579238731e-01,-1.766404917094130278e+00,-3.265170530338927235e-01,-1.013489652641129890e+00,-1.836010477679970165e+00,-1.914946383225656079e-01,1.214702300399743917e+00,1.195929370232078792e+00,-9.414381733094819849e-01,1.467859268362761371e+00,6.641871229825430101e-01,2.858710665046622634e-01
3.764757925321366994e-01,-9.813076629823034303e-01,-2.319711011111428967e+00,8.148239699603992969e-01,-6.950585792700660903e-01,-7.482327945673558078e-01,-4.500808204731575057e-01,-3.294943869452976459e-02,-1.625907334035066876e-01,-1.787223095035265441e+00,4.868084815161418111e-01,-1.789691850502049542e-02,3.054470952432640218e-01,-4.597401996809699076e-01,4.861285573916165892e-01,-5.514181557291296665e-01,-8.823819348226114023e-01,1.092227947730774584e+00,6.472072320643081911e-01,1.125178116689040664e+00
-3.235941113775979150e-01,-4.985860173078068835e-01,2.572717090716568622e-01,1.655656865603982286e+00,-2.359583803935715540e+00,1.012412482274292758e-01,1.117193485198100911e+00,-4.219108195012760687e-01,-6.010004536369998318e-01,7.700160281576716448e-02,-4.304728194436295043e-03,-9.025206029114911654e-01,8.598778173620417187e-01,-5.639738558545829283e-01,8.326906374259588350e-01,9.647530574061047304e-01,1.157435036846617527e+00,7.900222394109389645e-01,5.051349503927463624e-01,-2.038319269911670784e+00
2.105140945076950931e+00,4.295659485327967819e-01,2.804081318471817741e-01,-7.905536897379401573e-01,4.203392673414159120e-01,1.389934424160399473e+00,-3.202863813047527874e-01,8.313021435849980989e-01,-4.822931049348000432e-01,-8.936298860188232052e-01,1.837963414863330147e+00,5.567039069546859675e-01,-5.508868139621104776e-01,-3.875640817248864334e-01,-1.132925572027475347e+00,2.326629300927163801e-01,8.809793787060555825e-01,2.158936458199579356e+00,8.068363738731169077e-01,-1.176645213021983105e+00
-1.196339291633021107e+00,-1.280071837772915333e-01,3.388306606477096278e-02,7.589052266868976382e-01,-1.058845338714585971e+00,3.064423925923921432e-01,3.507779704814351085e-01,-4.718307329491879809e-01,-1.430115033582032957e+00,8.225949886772409014e-01,4.912116515317250243e-01,6.027265790992746286e-01,-1.998809185122685683e+00,3.186949275858830255e-02,5.458025007737978829e-01,8.214042683882527562e-01,1.278955541633033377e+00,-7.590505338285248316e-01,-2.012296679736826466e+00,2.803188212733172535e-01
-3.037558945379669195e-01,-7.300082478547019471e-02,-1.540117088075012575e+00,1.894596254368280608e+00,-1.248857717809948920e+00,-3.526184168928337970e-01,-2.817089693657799376e-01,-5.271540367316432940e-01,1.670933132141147581e+00,1.046806477304711158e-01,1.147987510419409940e+00,3.056471582415479227e-01,-2.132428027650539626e+00,-5.991085674131403360e-01,-9.174097225013953805e-02,6.340028100238249698e-01,-8.207874904498944912e-02,7.254369282106249983e-01,1.982302784448827515e-01,-7.209846981706078406e-01
-1.743673784178054964e+00,-1.086200793198590642e+00,-8.522648181254566246e-01,-1.733962727625769418e+00,-2.213148029389697125e-01,-1.252986869999730635e+00,1.839150823864655226e+00,7.524747454749747266e-01,-1.748823679576675616e+00,-6.993226882362511831e-02,1.149975839897201757e+00,1.153070563216713307e+00,1.245498756027223264e+00,2.667190002705426277e-01,3.907169241553304362e-01,6.891200205182875793e-01,3.812391961656992345e-01,4.233247854013910683e-01,3.909871889158099134e-01,-1.376072006759734845e-01
5.437935474653712298e-01,-4.717692987573342267e-02,-2.179532208722634035e-01,-7.426375655467940540e-01,9.441436505484271935e-01,1.635283945222891999e+00,9.308681595560817090e-01,6.957373367460628621e-01,-9.886080324489784354e-01,-9.985496689880835053e-02,1.938998797597257129e+00,2.430943145058353405e+00,5.702642603341012521e-03,-2.752420439817555020e-01,1.192671429374553282e+00,1.711076334668200083e+00,-1.327540659523468447e+00,1.685096735998601325e+00,-8.017786207612573879e-01,5.497943432536978731e-02
-5.131722417168664840e-01,1.141194504826455569e+00,-2.795103387943372875e-01,9.231189754653683632e-01,1.993447058975922337e+00,5.434230650331718995e-03,6.349662621006642027e-01,-6.144544318643302416e-01,6.025570653072732652e-01,-7.740228641427466805e-01,1.032781376396912032e+00,2.388102546078699762e-01,1.052661946746354243e-01,8.103119372561137790e-02,1.041429736890489677e+00,-7.975607720542753354e-01,-1.653178864678495286e+00,-1.086486710080264650e+00,-7.187894188207449853e-01,-1.631526962563535132e+00
