7.678503212435630054e-01,-7.240852398009665070e-01
3.990178284929783437e-01,-6.440592477797862925e-01
4.860617040833191127e-01,-6.955260295188169239e-01
3.147212680892230163e-01,1.008276331779873969e+00
5.840635437142635000e-01,7.303741031823290930e-01
-3.106231075340746065e-02,-8.354449974487291319e-01
-5.662306400278155349e-01,-5.455401275102782499e-01
-8.598984157555530361e-01,5.183687804949096423e-01
-3.768476905316539560e-01,-8.612790586240379742e-01
-8.554397209326992657e-01,-1.661049488795636742e-01
5.079725276840658249e-02,-9.556908206273034834e-01
4.928724468697761596e-01,-6.881313262931820773e-01
6.700620799751427770e-01,8.464605620078599069e-01
-6.494960902720265938e-01,4.488071250062896644e-01
-7.666557491298928717e-01,-9.086002975483235822e-02
-1.965325207508113459e-01,-1.005937661719940479e+00
-2.281916422658860910e-01,-7.485019892496044269e-01
-8.049236004981155101e-01,4.877719612473220279e-01
-4.720291310853294564e-01,8.953448852783599810e-01
-7.305144298460330976e-01,-3.647153064222940499e-01
-7.877300392845308918e-01,-1.932345289300799185e-01
-8.244325270184240662e-01,6.123574008361516441e-01
7.923847786860860332e-01,9.141733157397188836e-02
-4.443505966561138165e-01,-6.564126484352963420e-01
2.343581046098889842e-01,7.489135131269510914e-01
4.579838465172145212e-01,-6.813720388456291355e-01
2.060989993650785002e-01,7.486601958612039143e-01
-7.693431241464309123e-01,4.008230763920117012e-01
-3.312193978183755605e-01,-9.259724038990159167e-01
-9.381664731127039580e-01,5.381237910790667156e-01
-9.914342947733016942e-01,4.081959639830478465e-02
-1.847311452102123885e-02,7.253222409308511809e-01
-3.099370321147307816e-01,9.163303597119043520e-01
8.270233996682010424e-01,-5.478382616221857404e-01
2.199461054200901045e-01,-1.059639224988189632e+00
9.153689283341048810e-01,-3.728082037241569058e-01
5.878838740554153119e-01,-5.880810691489370967e-01
7.332025666588188884e-01,3.137877456710315149e-01
9.420741215886823117e-01,1.632242640392804200e-01
-2.789410902729193564e-01,6.541341136216821672e-01
-6.534063674366853702e-03,1.022931294579245920e+00
8.132004371925717345e-01,-4.996017946962710843e-01
1.842780856351346475e-01,9.383847897455619425e-01
-8.840913128577005953e-01,4.672523659653936012e-01
-6.695057660303176394e-01,-6.808182529007006378e-01
-8.349766729143486277e-01,8.200762107032018300e-02
-2.535597400449669525e-01,7.371948336174343197e-01
4.843606013130818400e-01,-5.832294812024999553e-01
-7.498604764699456915e-01,6.762357654203038360e-01
6.390325652456421146e-01,-4.843572297622528167e-01
-7.592375205540677907e-01,6.661419629987253010e-01
9.688171345663521006e-01,-1.545333240153018983e-01
5.733094428342115911e-01,-7.282062041863938129e-01
-1.979543773143697116e-01,-9.285595559147499234e-01
1.947541460297664562e-01,-1.004773453271944339e+00
2.345044458515049834e-04,7.756090715150859571e-01
-6.288504251026760805e-01,8.718202835686764685e-01
-3.985804199532941849e-01,6.579555523882025803e-01
-1.206901128923072442e-01,8.127578548166229933e-01
-9.717128234534326836e-01,-1.175223092313844725e-01
7.248134293205846790e-01,-6.156142893409967121e-01
-9.866912708879427285e-01,-6.903442318799077326e-02
-2.353461813397310087e-01,-9.863842698067852854e-01
-2.367814130620659596e-01,-7.642807255030539260e-01
-8.333484537981057372e-01,3.955795819514296707e-01
-5.425123848979156449e-01,-8.814265472531961354e-01
3.821364851654813766e-01,-9.193669892365954333e-01
4.789035621191685133e-01,4.940773782967560201e-01
2.803415657665719318e-01,6.936586467627952057e-01
-6.892871871875997369e-01,2.573041986912507628e-01
-1.097542303619172127e-01,7.529857687487564455e-01
8.004700529942396781e-01,-1.569427972461894250e-01
3.205244848962592319e-01,6.986980674936561497e-01
4.358044167370928035e-03,8.191421538796394008e-01
6.159469046835926997e-01,-4.203015919743477991e-01
7.875002898942147223e-01,-7.208616947821857579e-01
-1.009928680287381919e+00,2.276323305293999899e-01
-2.338691146889446126e-01,7.858653594275448739e-01
3.429791787846642737e-01,-9.021303997690292009e-01
-8.392924389462389501e-01,2.081123803015741056e-02
-5.308470800444122784e-01,-6.005809838888109820e-01
7.253881243648266919e-01,6.454219115614985292e-01
-6.795324847233517873e-02,7.845700597615973271e-01
-9.312327682337835366e-01,-3.381599128100349350e-01
-1.156313107736656604e-01,-6.838783223997119132e-01
1.002722903765570717e+00,-1.351892455889403544e-01
-4.178189786327337063e-01,7.147143091275984794e-01
-1.075996568773777584e+00,3.281295557635915960e-01
7.533015719227794671e-01,-6.441200727197796128e-02
7.662825905159948991e-01,-3.667904777575424213e-01
8.408201277855291700e-01,-4.585385681062039143e-01
4.463343049952580577e-01,6.638395219341650666e-01
9.305448729298227972e-01,-3.302231484368074454e-01
4.876108041634626966e-01,7.196582339880919221e-01
8.817237450957104983e-01,3.590404654626808689e-01
8.923086458357813999e-01,2.318344981373031133e-01
1.204626770405910346e-01,7.306193039435293635e-01
7.880709265022116661e-01,6.033056020311149403e-01
7.587629647214103601e-01,2.545454868463730147e-01
-8.981510912885226627e-01,5.134225332080789572e-01
-8.755196074532041461e-02,1.014635960352949784e+00
-1.571822542595779082e-01,9.946756003574309668e-01
1.153927594519328637e-01,9.567873655658722942e-01
-5.901324799871596749e-01,-8.059159613109315723e-01
9.268300814084854400e-01,4.209093271706877415e-01
7.347004016511447799e-02,1.039744552335216454e+00
-5.205427020474150401e-01,-8.263906422338270774e-01
7.306208199572581385e-01,-3.275782278980777784e-01
-1.782038728416956430e-01,7.103758245050035836e-01
9.453997343923309371e-01,-1.316218010965848340e-01
6.796176052771369935e-01,-2.049229573346613709e-01
4.771733411999740659e-01,7.466865209192292685e-01
-3.117615236743833118e-01,7.402328996541681638e-01
7.603749968960167305e-01,3.267914477109248872e-01
7.229319175471233816e-01,2.825718765585219505e-01
5.809819692301028127e-01,-8.282917417549168215e-01
-2.686802898721423194e-01,-9.624929474583377997e-01
8.747331167590346457e-01,-2.472947696515070681e-01
9.487043009007074534e-01,2.504189937549983758e-01
-2.001693605120742625e-01,-1.053854214101169084e+00
5.582630582278831355e-01,-6.227374390963061890e-01
-4.507667592836600567e-01,6.604510618742199801e-01
-8.457832159549665274e-01,9.865951401828100542e-02
-1.459936434735898125e-01,8.697710496849535566e-01
9.198900881598517376e-01,3.559860012590778666e-01
1.461186699995091209e-01,-7.788927064083054352e-01
9.434322243332083913e-01,-3.539549154126125363e-01
-8.918371138992506886e-01,3.743197701835883073e-01
4.657903003934826119e-03,-8.819400029776305328e-01
4.935635742008722682e-01,8.779353817992876508e-01
8.012248220746224225e-01,3.740196057195829260e-01
-2.803163881025226845e-01,7.595469988900674929e-01
-1.890530469713389838e-01,-1.034586135771062620e+00
-7.725199487147204058e-01,6.087241470641178154e-01
-1.522548183846213765e-01,8.204681937587391394e-01
6.742609584218653973e-01,-3.562237534597650357e-01
6.312629881750789762e-01,7.581906300436178636e-01
3.932295738040266775e-01,-9.162976282245821613e-01
5.741213007918277711e-01,-5.888717544413272220e-01
-8.488437006629627746e-01,-5.060502628604779396e-01
1.088361777286168813e-01,9.897438430774090357e-01
2.959543134236586881e-01,9.893571908158466099e-01
7.691790529093542883e-01,-2.321352605999747465e-01
6.222730390443533821e-01,-3.852602184732190627e-01
3.968144678132626280e-01,9.362529502645625668e-01
-7.705553558144065951e-01,5.888552685171051237e-01
-2.977374988356262797e-01,9.292618805316497088e-01
5.232043103249532923e-01,5.134283169806621583e-01
2.329904212370891362e-02,1.042802435026861652e+00
-2.948313317321648031e-01,6.965859238144417320e-01
6.864207840168367047e-01,-4.761473254988655701e-01
1.404475232433876619e-01,-9.158963094219790824e-01
7.357376873406378248e-01,-3.302375325850653298e-01
9.879180134765578325e-01,1.650628172631070090e-01
-6.719000307281184359e-01,3.618192886005548448e-01
-6.558805960656844958e-01,2.082049110193052166e-01
8.697555119016017189e-01,-4.123379594985159685e-02
-5.082779639418303352e-01,5.585136495243653298e-01
-6.526854648071231946e-01,4.371152077259330415e-01
5.675680684328290870e-03,-7.883452830831771951e-01
6.448980146638910727e-02,8.857682891535967329e-01
-1.808045182761987557e-01,-9.830701119340246041e-01
4.022857397594616913e-01,-6.573653899865995465e-01
4.750104048032563475e-01,-9.254090400416270512e-01
1.622053637319686992e-01,7.703403785430485984e-01
-7.094725249036901715e-01,1.741392631822837322e-01
-8.569808512241021692e-01,1.140110431486287546e-01
-2.153002906225666702e-01,-9.679514587415185556e-01
-7.894201282403898734e-01,1.417907182940824073e-01
2.084882261686354654e-01,7.724814674402313841e-01
1.168104871996622773e-01,8.652612547437803503e-01
-8.589857422390599906e-01,-3.705581020802173886e-01
3.010915831143434751e-01,-7.090667086395170404e-01
5.857635461211522232e-01,-8.668080115172729361e-01
